Support,Pattern_Type,Execution_Time(s),Num_Patterns,Frequent_Itemset
0.1,A,0.5633808612823487,4338,republican
0.1,A,0.5633808612823487,4338,republicans
0.1,A,0.5633808612823487,4338,results
0.1,A,0.5633808612823487,4338,running
0.1,A,0.5633808612823487,4338,scoop
0.1,A,0.5633808612823487,4338,section
0.1,A,0.5633808612823487,4338,select
0.1,A,0.5633808612823487,4338,senate
0.1,A,0.5633808612823487,4338,sep
0.1,A,0.5633808612823487,4338,split
0.1,A,0.5633808612823487,4338,state
0.1,A,0.5633808612823487,4338,states
0.1,A,0.5633808612823487,4338,steal
0.1,A,0.5633808612823487,4338,store
0.1,A,0.5633808612823487,4338,straight
0.1,A,0.5633808612823487,4338,sun
0.1,A,0.5633808612823487,4338,support
0.1,A,0.5633808612823487,4338,ticket
0.1,A,0.5633808612823487,4338,time
0.1,A,0.5633808612823487,4338,times
0.1,A,0.5633808612823487,4338,tom
0.1,A,0.5633808612823487,4338,top
0.1,A,0.5633808612823487,4338,vote
0.1,A,0.5633808612823487,4338,voted
0.1,A,0.5633808612823487,4338,voter
0.1,A,0.5633808612823487,4338,voters
0.1,A,0.5633808612823487,4338,voting
0.1,A,0.5633808612823487,4338,war
0.1,A,0.5633808612823487,4338,washington
0.1,A,0.5633808612823487,4338,white
0.1,A,0.5633808612823487,4338,win
0.1,A,0.5633808612823487,4338,working
0.1,A,0.5633808612823487,4338,year
0.1,A,0.5633808612823487,4338,years
0.1,A,0.5633808612823487,4338,"account, bush"
0.1,A,0.5633808612823487,4338,"democratic, account"
0.1,A,0.5633808612823487,4338,"account, democrats"
0.1,A,0.5633808612823487,4338,"general, account"
0.1,A,0.5633808612823487,4338,"account, house"
0.1,A,0.5633808612823487,4338,"account, media"
0.1,A,0.5633808612823487,4338,"poll, account"
0.1,A,0.5633808612823487,4338,"senate, account"
0.1,A,0.5633808612823487,4338,"account, war"
0.1,A,0.5633808612823487,4338,"bush, administration"
0.1,A,0.5633808612823487,4338,"administration, iraq"
0.1,A,0.5633808612823487,4338,"administration, president"
0.1,A,0.5633808612823487,4338,"administration, war"
0.1,A,0.5633808612823487,4338,"bush, advertising"
0.1,A,0.5633808612823487,4338,"democratic, advertising"
0.1,A,0.5633808612823487,4338,"democrats, advertising"
0.1,A,0.5633808612823487,4338,"general, advertising"
0.1,A,0.5633808612823487,4338,"advertising, house"
0.1,A,0.5633808612823487,4338,"advertising, kerry"
0.1,A,0.5633808612823487,4338,"media, advertising"
0.1,A,0.5633808612823487,4338,"november, advertising"
0.1,A,0.5633808612823487,4338,"poll, advertising"
0.1,A,0.5633808612823487,4338,"polls, advertising"
0.1,A,0.5633808612823487,4338,"primary, advertising"
0.1,A,0.5633808612823487,4338,"republicans, advertising"
0.1,A,0.5633808612823487,4338,"senate, advertising"
0.1,A,0.5633808612823487,4338,"war, advertising"
0.1,A,0.5633808612823487,4338,"bush, american"
0.1,A,0.5633808612823487,4338,"blades, meteor"
0.1,A,0.5633808612823487,4338,"bush, bushs"
0.1,A,0.5633808612823487,4338,"bush, campaign"
0.1,A,0.5633808612823487,4338,"bush, challenge"
0.1,A,0.5633808612823487,4338,"bush, challenger"
0.1,A,0.5633808612823487,4338,"bush, challengers"
0.1,A,0.5633808612823487,4338,"challenging, bush"
0.1,A,0.5633808612823487,4338,"bush, contact"
0.1,A,0.5633808612823487,4338,"bush, country"
0.1,A,0.5633808612823487,4338,"bush, create"
0.1,A,0.5633808612823487,4338,"bush, culture"
0.1,A,0.5633808612823487,4338,"bush, dem"
0.1,A,0.5633808612823487,4338,"democratic, bush"
0.1,A,0.5633808612823487,4338,"bush, democrats"
0.1,A,0.5633808612823487,4338,"economy, bush"
0.1,A,0.5633808612823487,4338,"bush, election"
0.1,A,0.5633808612823487,4338,"bush, elections"
0.1,A,0.5633808612823487,4338,"electoral, bush"
0.1,A,0.5633808612823487,4338,"bush, experience"
0.1,A,0.5633808612823487,4338,"general, bush"
0.1,A,0.5633808612823487,4338,"bush, george"
0.1,A,0.5633808612823487,4338,"bush, gop"
0.1,A,0.5633808612823487,4338,"bush, governor"
0.1,A,0.5633808612823487,4338,"bush, house"
0.1,A,0.5633808612823487,4338,"bush, iraq"
0.1,A,0.5633808612823487,4338,"bush, john"
0.1,A,0.5633808612823487,4338,"bush, kerry"
0.1,A,0.5633808612823487,4338,"bush, kossacks"
0.1,A,0.5633808612823487,4338,"labor, bush"
0.1,A,0.5633808612823487,4338,"bush, lead"
0.1,A,0.5633808612823487,4338,"bush, media"
0.1,A,0.5633808612823487,4338,"bush, midday"
0.1,A,0.5633808612823487,4338,"bush, national"
0.1,A,0.5633808612823487,4338,"bush, needed"
0.1,A,0.5633808612823487,4338,"bush, news"
0.1,A,0.5633808612823487,4338,"bush, november"
0.1,A,0.5633808612823487,4338,"bush, oct"
0.1,A,0.5633808612823487,4338,"bush, party"
0.1,A,0.5633808612823487,4338,"bush, people"
0.1,A,0.5633808612823487,4338,"bush, political"
0.1,A,0.5633808612823487,4338,"poll, bush"
0.1,A,0.5633808612823487,4338,"bush, polls"
0.1,A,0.5633808612823487,4338,"bush, president"
0.1,A,0.5633808612823487,4338,"presidential, bush"
0.1,A,0.5633808612823487,4338,"bush, primary"
0.1,A,0.5633808612823487,4338,"bush, race"
0.1,A,0.5633808612823487,4338,"bush, races"
0.1,A,0.5633808612823487,4338,"bush, recommended"
0.1,A,0.5633808612823487,4338,"republican, bush"
0.1,A,0.5633808612823487,4338,"bush, republicans"
0.1,A,0.5633808612823487,4338,"bush, running"
0.1,A,0.5633808612823487,4338,"bush, scoop"
0.1,A,0.5633808612823487,4338,"section, bush"
0.1,A,0.5633808612823487,4338,"bush, select"
0.1,A,0.5633808612823487,4338,"senate, bush"
0.1,A,0.5633808612823487,4338,"split, bush"
0.1,A,0.5633808612823487,4338,"bush, state"
0.1,A,0.5633808612823487,4338,"states, bush"
0.1,A,0.5633808612823487,4338,"bush, steal"
0.1,A,0.5633808612823487,4338,"bush, store"
0.1,A,0.5633808612823487,4338,"straight, bush"
0.1,A,0.5633808612823487,4338,"bush, ticket"
0.1,A,0.5633808612823487,4338,"time, bush"
0.1,A,0.5633808612823487,4338,"bush, vote"
0.1,A,0.5633808612823487,4338,"bush, voted"
0.1,A,0.5633808612823487,4338,"bush, voter"
0.1,A,0.5633808612823487,4338,"bush, voters"
0.1,A,0.5633808612823487,4338,"bush, war"
0.1,A,0.5633808612823487,4338,"bush, white"
0.1,A,0.5633808612823487,4338,"bush, win"
0.1,A,0.5633808612823487,4338,"year, bush"
0.1,A,0.5633808612823487,4338,"bush, years"
0.1,A,0.5633808612823487,4338,"general, bushs"
0.1,A,0.5633808612823487,4338,"kerry, bushs"
0.1,A,0.5633808612823487,4338,"bushs, president"
0.1,A,0.5633808612823487,4338,"war, bushs"
0.1,A,0.5633808612823487,4338,"democratic, campaign"
0.1,A,0.5633808612823487,4338,"democrats, campaign"
0.1,A,0.5633808612823487,4338,"election, campaign"
0.1,A,0.5633808612823487,4338,"general, campaign"
0.1,A,0.5633808612823487,4338,"house, campaign"
0.1,A,0.5633808612823487,4338,"kerry, campaign"
0.1,A,0.5633808612823487,4338,"people, campaign"
0.1,A,0.5633808612823487,4338,"poll, campaign"
0.1,A,0.5633808612823487,4338,"campaign, president"
0.1,A,0.5633808612823487,4338,"republican, campaign"
0.1,A,0.5633808612823487,4338,"time, campaign"
0.1,A,0.5633808612823487,4338,"war, campaign"
0.1,A,0.5633808612823487,4338,"democratic, candidate"
0.1,A,0.5633808612823487,4338,"democratic, challenge"
0.1,A,0.5633808612823487,4338,"democrats, challenge"
0.1,A,0.5633808612823487,4338,"general, challenge"
0.1,A,0.5633808612823487,4338,"challenge, governor"
0.1,A,0.5633808612823487,4338,"challenge, house"
0.1,A,0.5633808612823487,4338,"challenge, kerry"
0.1,A,0.5633808612823487,4338,"media, challenge"
0.1,A,0.5633808612823487,4338,"poll, challenge"
0.1,A,0.5633808612823487,4338,"polls, challenge"
0.1,A,0.5633808612823487,4338,"primary, challenge"
0.1,A,0.5633808612823487,4338,"republicans, challenge"
0.1,A,0.5633808612823487,4338,"senate, challenge"
0.1,A,0.5633808612823487,4338,"war, challenge"
0.1,A,0.5633808612823487,4338,"challenger, dem"
0.1,A,0.5633808612823487,4338,"democratic, challenger"
0.1,A,0.5633808612823487,4338,"democrats, challenger"
0.1,A,0.5633808612823487,4338,"general, challenger"
0.1,A,0.5633808612823487,4338,"challenger, house"
0.1,A,0.5633808612823487,4338,"kerry, challenger"
0.1,A,0.5633808612823487,4338,"media, challenger"
0.1,A,0.5633808612823487,4338,"poll, challenger"
0.1,A,0.5633808612823487,4338,"polls, challenger"
0.1,A,0.5633808612823487,4338,"primary, challenger"
0.1,A,0.5633808612823487,4338,"challenger, races"
0.1,A,0.5633808612823487,4338,"republicans, challenger"
0.1,A,0.5633808612823487,4338,"senate, challenger"
0.1,A,0.5633808612823487,4338,"war, challenger"
0.1,A,0.5633808612823487,4338,"democratic, challengers"
0.1,A,0.5633808612823487,4338,"democrats, challengers"
0.1,A,0.5633808612823487,4338,"general, challengers"
0.1,A,0.5633808612823487,4338,"house, challengers"
0.1,A,0.5633808612823487,4338,"poll, challengers"
0.1,A,0.5633808612823487,4338,"primary, challengers"
0.1,A,0.5633808612823487,4338,"challengers, races"
0.1,A,0.5633808612823487,4338,"republicans, challengers"
0.1,A,0.5633808612823487,4338,"senate, challengers"
0.1,A,0.5633808612823487,4338,"democratic, challenging"
0.1,A,0.5633808612823487,4338,"challenging, democrats"
0.1,A,0.5633808612823487,4338,"general, challenging"
0.1,A,0.5633808612823487,4338,"challenging, house"
0.1,A,0.5633808612823487,4338,"challenging, republicans"
0.1,A,0.5633808612823487,4338,"senate, challenging"
0.1,A,0.5633808612823487,4338,"challenging, war"
0.1,A,0.5633808612823487,4338,"democratic, contact"
0.1,A,0.5633808612823487,4338,"democrats, contact"
0.1,A,0.5633808612823487,4338,"general, contact"
0.1,A,0.5633808612823487,4338,"house, contact"
0.1,A,0.5633808612823487,4338,"media, contact"
0.1,A,0.5633808612823487,4338,"republicans, contact"
0.1,A,0.5633808612823487,4338,"senate, contact"
0.1,A,0.5633808612823487,4338,"war, contact"
0.1,A,0.5633808612823487,4338,"democratic, create"
0.1,A,0.5633808612823487,4338,"democrats, create"
0.1,A,0.5633808612823487,4338,"economy, create"
0.1,A,0.5633808612823487,4338,"general, create"
0.1,A,0.5633808612823487,4338,"create, house"
0.1,A,0.5633808612823487,4338,"create, kerry"
0.1,A,0.5633808612823487,4338,"media, create"
0.1,A,0.5633808612823487,4338,"create, november"
0.1,A,0.5633808612823487,4338,"poll, create"
0.1,A,0.5633808612823487,4338,"polls, create"
0.1,A,0.5633808612823487,4338,"primary, create"
0.1,A,0.5633808612823487,4338,"republicans, create"
0.1,A,0.5633808612823487,4338,"senate, create"
0.1,A,0.5633808612823487,4338,"war, create"
0.1,A,0.5633808612823487,4338,"democratic, culture"
0.1,A,0.5633808612823487,4338,"democrats, culture"
0.1,A,0.5633808612823487,4338,"general, culture"
0.1,A,0.5633808612823487,4338,"culture, house"
0.1,A,0.5633808612823487,4338,"media, culture"
0.1,A,0.5633808612823487,4338,"poll, culture"
0.1,A,0.5633808612823487,4338,"republicans, culture"
0.1,A,0.5633808612823487,4338,"senate, culture"
0.1,A,0.5633808612823487,4338,"war, culture"
0.1,A,0.5633808612823487,4338,"democratic, dean"
0.1,A,0.5633808612823487,4338,"kerry, dean"
0.1,A,0.5633808612823487,4338,"primary, dean"
0.1,A,0.5633808612823487,4338,"democratic, dem"
0.1,A,0.5633808612823487,4338,"democrats, dem"
0.1,A,0.5633808612823487,4338,"general, dem"
0.1,A,0.5633808612823487,4338,"dem, governor"
0.1,A,0.5633808612823487,4338,"house, dem"
0.1,A,0.5633808612823487,4338,"kerry, dem"
0.1,A,0.5633808612823487,4338,"media, dem"
0.1,A,0.5633808612823487,4338,"november, dem"
0.1,A,0.5633808612823487,4338,"poll, dem"
0.1,A,0.5633808612823487,4338,"polls, dem"
0.1,A,0.5633808612823487,4338,"primary, dem"
0.1,A,0.5633808612823487,4338,"races, dem"
0.1,A,0.5633808612823487,4338,"republicans, dem"
0.1,A,0.5633808612823487,4338,"senate, dem"
0.1,A,0.5633808612823487,4338,"voter, dem"
0.1,A,0.5633808612823487,4338,"war, dem"
0.1,A,0.5633808612823487,4338,"democratic, democrats"
0.1,A,0.5633808612823487,4338,"economy, democratic"
0.1,A,0.5633808612823487,4338,"democratic, edwards"
0.1,A,0.5633808612823487,4338,"democratic, election"
0.1,A,0.5633808612823487,4338,"democratic, elections"
0.1,A,0.5633808612823487,4338,"electoral, democratic"
0.1,A,0.5633808612823487,4338,"democratic, experience"
0.1,A,0.5633808612823487,4338,"general, democratic"
0.1,A,0.5633808612823487,4338,"democratic, governor"
0.1,A,0.5633808612823487,4338,"democratic, house"
0.1,A,0.5633808612823487,4338,"democratic, john"
0.1,A,0.5633808612823487,4338,"democratic, kerry"
0.1,A,0.5633808612823487,4338,"democratic, kossacks"
0.1,A,0.5633808612823487,4338,"labor, democratic"
0.1,A,0.5633808612823487,4338,"democratic, lead"
0.1,A,0.5633808612823487,4338,"democratic, media"
0.1,A,0.5633808612823487,4338,"democratic, national"
0.1,A,0.5633808612823487,4338,"democratic, needed"
0.1,A,0.5633808612823487,4338,"democratic, november"
0.1,A,0.5633808612823487,4338,"democratic, party"
0.1,A,0.5633808612823487,4338,"democratic, people"
0.1,A,0.5633808612823487,4338,"democratic, political"
0.1,A,0.5633808612823487,4338,"poll, democratic"
0.1,A,0.5633808612823487,4338,"democratic, polls"
0.1,A,0.5633808612823487,4338,"democratic, president"
0.1,A,0.5633808612823487,4338,"democratic, primary"
0.1,A,0.5633808612823487,4338,"democratic, race"
0.1,A,0.5633808612823487,4338,"democratic, races"
0.1,A,0.5633808612823487,4338,"democratic, republican"
0.1,A,0.5633808612823487,4338,"democratic, republicans"
0.1,A,0.5633808612823487,4338,"democratic, scoop"
0.1,A,0.5633808612823487,4338,"democratic, select"
0.1,A,0.5633808612823487,4338,"senate, democratic"
0.1,A,0.5633808612823487,4338,"split, democratic"
0.1,A,0.5633808612823487,4338,"democratic, state"
0.1,A,0.5633808612823487,4338,"states, democratic"
0.1,A,0.5633808612823487,4338,"democratic, steal"
0.1,A,0.5633808612823487,4338,"straight, democratic"
0.1,A,0.5633808612823487,4338,"democratic, ticket"
0.1,A,0.5633808612823487,4338,"time, democratic"
0.1,A,0.5633808612823487,4338,"democratic, vote"
0.1,A,0.5633808612823487,4338,"democratic, voted"
0.1,A,0.5633808612823487,4338,"democratic, voter"
0.1,A,0.5633808612823487,4338,"democratic, voters"
0.1,A,0.5633808612823487,4338,"democratic, war"
0.1,A,0.5633808612823487,4338,"democratic, win"
0.1,A,0.5633808612823487,4338,"economy, democrats"
0.1,A,0.5633808612823487,4338,"democrats, election"
0.1,A,0.5633808612823487,4338,"electoral, democrats"
0.1,A,0.5633808612823487,4338,"democrats, experience"
0.1,A,0.5633808612823487,4338,"general, democrats"
0.1,A,0.5633808612823487,4338,"democrats, governor"
0.1,A,0.5633808612823487,4338,"democrats, house"
0.1,A,0.5633808612823487,4338,"democrats, kerry"
0.1,A,0.5633808612823487,4338,"democrats, kossacks"
0.1,A,0.5633808612823487,4338,"labor, democrats"
0.1,A,0.5633808612823487,4338,"democrats, media"
0.1,A,0.5633808612823487,4338,"democrats, needed"
0.1,A,0.5633808612823487,4338,"democrats, november"
0.1,A,0.5633808612823487,4338,"democrats, political"
0.1,A,0.5633808612823487,4338,"poll, democrats"
0.1,A,0.5633808612823487,4338,"democrats, polls"
0.1,A,0.5633808612823487,4338,"primary, democrats"
0.1,A,0.5633808612823487,4338,"democrats, races"
0.1,A,0.5633808612823487,4338,"republican, democrats"
0.1,A,0.5633808612823487,4338,"republicans, democrats"
0.1,A,0.5633808612823487,4338,"select, democrats"
0.1,A,0.5633808612823487,4338,"senate, democrats"
0.1,A,0.5633808612823487,4338,"split, democrats"
0.1,A,0.5633808612823487,4338,"democrats, state"
0.1,A,0.5633808612823487,4338,"democrats, steal"
0.1,A,0.5633808612823487,4338,"straight, democrats"
0.1,A,0.5633808612823487,4338,"democrats, ticket"
0.1,A,0.5633808612823487,4338,"time, democrats"
0.1,A,0.5633808612823487,4338,"democrats, vote"
0.1,A,0.5633808612823487,4338,"democrats, voted"
0.1,A,0.5633808612823487,4338,"democrats, voter"
0.1,A,0.5633808612823487,4338,"war, democrats"
0.1,A,0.5633808612823487,4338,"economy, election"
0.1,A,0.5633808612823487,4338,"electoral, economy"
0.1,A,0.5633808612823487,4338,"general, economy"
0.1,A,0.5633808612823487,4338,"economy, governor"
0.1,A,0.5633808612823487,4338,"economy, house"
0.1,A,0.5633808612823487,4338,"economy, kerry"
0.1,A,0.5633808612823487,4338,"labor, economy"
0.1,A,0.5633808612823487,4338,"economy, media"
0.1,A,0.5633808612823487,4338,"economy, november"
0.1,A,0.5633808612823487,4338,"poll, economy"
0.1,A,0.5633808612823487,4338,"economy, polls"
0.1,A,0.5633808612823487,4338,"economy, primary"
0.1,A,0.5633808612823487,4338,"economy, republicans"
0.1,A,0.5633808612823487,4338,"senate, economy"
0.1,A,0.5633808612823487,4338,"economy, voter"
0.1,A,0.5633808612823487,4338,"economy, war"
0.1,A,0.5633808612823487,4338,"kerry, edwards"
0.1,A,0.5633808612823487,4338,"electoral, election"
0.1,A,0.5633808612823487,4338,"general, election"
0.1,A,0.5633808612823487,4338,"election, governor"
0.1,A,0.5633808612823487,4338,"house, election"
0.1,A,0.5633808612823487,4338,"kerry, election"
0.1,A,0.5633808612823487,4338,"media, election"
0.1,A,0.5633808612823487,4338,"november, election"
0.1,A,0.5633808612823487,4338,"poll, election"
0.1,A,0.5633808612823487,4338,"polls, election"
0.1,A,0.5633808612823487,4338,"primary, election"
0.1,A,0.5633808612823487,4338,"election, races"
0.1,A,0.5633808612823487,4338,"republicans, election"
0.1,A,0.5633808612823487,4338,"senate, election"
0.1,A,0.5633808612823487,4338,"time, election"
0.1,A,0.5633808612823487,4338,"vote, election"
0.1,A,0.5633808612823487,4338,"voter, election"
0.1,A,0.5633808612823487,4338,"war, election"
0.1,A,0.5633808612823487,4338,"house, elections"
0.1,A,0.5633808612823487,4338,"race, elections"
0.1,A,0.5633808612823487,4338,"senate, elections"
0.1,A,0.5633808612823487,4338,"general, electoral"
0.1,A,0.5633808612823487,4338,"electoral, house"
0.1,A,0.5633808612823487,4338,"electoral, kerry"
0.1,A,0.5633808612823487,4338,"labor, electoral"
0.1,A,0.5633808612823487,4338,"electoral, media"
0.1,A,0.5633808612823487,4338,"electoral, november"
0.1,A,0.5633808612823487,4338,"poll, electoral"
0.1,A,0.5633808612823487,4338,"electoral, polls"
0.1,A,0.5633808612823487,4338,"electoral, primary"
0.1,A,0.5633808612823487,4338,"electoral, races"
0.1,A,0.5633808612823487,4338,"electoral, republicans"
0.1,A,0.5633808612823487,4338,"senate, electoral"
0.1,A,0.5633808612823487,4338,"electoral, war"
0.1,A,0.5633808612823487,4338,"general, experience"
0.1,A,0.5633808612823487,4338,"experience, house"
0.1,A,0.5633808612823487,4338,"experience, kerry"
0.1,A,0.5633808612823487,4338,"media, experience"
0.1,A,0.5633808612823487,4338,"poll, experience"
0.1,A,0.5633808612823487,4338,"polls, experience"
0.1,A,0.5633808612823487,4338,"primary, experience"
0.1,A,0.5633808612823487,4338,"republicans, experience"
0.1,A,0.5633808612823487,4338,"senate, experience"
0.1,A,0.5633808612823487,4338,"war, experience"
0.1,A,0.5633808612823487,4338,"general, governor"
0.1,A,0.5633808612823487,4338,"general, house"
0.1,A,0.5633808612823487,4338,"general, iraq"
0.1,A,0.5633808612823487,4338,"general, john"
0.1,A,0.5633808612823487,4338,"general, kerry"
0.1,A,0.5633808612823487,4338,"labor, general"
0.1,A,0.5633808612823487,4338,"general, lead"
0.1,A,0.5633808612823487,4338,"general, media"
0.1,A,0.5633808612823487,4338,"general, national"
0.1,A,0.5633808612823487,4338,"general, needed"
0.1,A,0.5633808612823487,4338,"general, news"
0.1,A,0.5633808612823487,4338,"general, november"
0.1,A,0.5633808612823487,4338,"general, oct"
0.1,A,0.5633808612823487,4338,"general, people"
0.1,A,0.5633808612823487,4338,"general, political"
0.1,A,0.5633808612823487,4338,"poll, general"
0.1,A,0.5633808612823487,4338,"general, polls"
0.1,A,0.5633808612823487,4338,"general, president"
0.1,A,0.5633808612823487,4338,"general, primary"
0.1,A,0.5633808612823487,4338,"general, race"
0.1,A,0.5633808612823487,4338,"general, races"
0.1,A,0.5633808612823487,4338,"general, recommended"
0.1,A,0.5633808612823487,4338,"general, republican"
0.1,A,0.5633808612823487,4338,"general, republicans"
0.1,A,0.5633808612823487,4338,"general, scoop"
0.1,A,0.5633808612823487,4338,"section, general"
0.1,A,0.5633808612823487,4338,"general, select"
0.1,A,0.5633808612823487,4338,"senate, general"
0.1,A,0.5633808612823487,4338,"split, general"
0.1,A,0.5633808612823487,4338,"general, state"
0.1,A,0.5633808612823487,4338,"states, general"
0.1,A,0.5633808612823487,4338,"general, steal"
0.1,A,0.5633808612823487,4338,"straight, general"
0.1,A,0.5633808612823487,4338,"general, ticket"
0.1,A,0.5633808612823487,4338,"time, general"
0.1,A,0.5633808612823487,4338,"general, vote"
0.1,A,0.5633808612823487,4338,"general, voted"
0.1,A,0.5633808612823487,4338,"general, voter"
0.1,A,0.5633808612823487,4338,"general, voters"
0.1,A,0.5633808612823487,4338,"general, war"
0.1,A,0.5633808612823487,4338,"house, governor"
0.1,A,0.5633808612823487,4338,"kerry, governor"
0.1,A,0.5633808612823487,4338,"media, governor"
0.1,A,0.5633808612823487,4338,"november, governor"
0.1,A,0.5633808612823487,4338,"poll, governor"
0.1,A,0.5633808612823487,4338,"polls, governor"
0.1,A,0.5633808612823487,4338,"primary, governor"
0.1,A,0.5633808612823487,4338,"races, governor"
0.1,A,0.5633808612823487,4338,"republicans, governor"
0.1,A,0.5633808612823487,4338,"senate, governor"
0.1,A,0.5633808612823487,4338,"voter, governor"
0.1,A,0.5633808612823487,4338,"war, governor"
0.1,A,0.5633808612823487,4338,"kerry, house"
0.1,A,0.5633808612823487,4338,"kossacks, house"
0.1,A,0.5633808612823487,4338,"labor, house"
0.1,A,0.5633808612823487,4338,"media, house"
0.1,A,0.5633808612823487,4338,"needed, house"
0.1,A,0.5633808612823487,4338,"november, house"
0.1,A,0.5633808612823487,4338,"house, people"
0.1,A,0.5633808612823487,4338,"political, house"
0.1,A,0.5633808612823487,4338,"poll, house"
0.1,A,0.5633808612823487,4338,"polls, house"
0.1,A,0.5633808612823487,4338,"house, president"
0.1,A,0.5633808612823487,4338,"primary, house"
0.1,A,0.5633808612823487,4338,"race, house"
0.1,A,0.5633808612823487,4338,"house, races"
0.1,A,0.5633808612823487,4338,"recommended, house"
0.1,A,0.5633808612823487,4338,"republican, house"
0.1,A,0.5633808612823487,4338,"republicans, house"
0.1,A,0.5633808612823487,4338,"house, scoop"
0.1,A,0.5633808612823487,4338,"select, house"
0.1,A,0.5633808612823487,4338,"senate, house"
0.1,A,0.5633808612823487,4338,"split, house"
0.1,A,0.5633808612823487,4338,"state, house"
0.1,A,0.5633808612823487,4338,"steal, house"
0.1,A,0.5633808612823487,4338,"straight, house"
0.1,A,0.5633808612823487,4338,"ticket, house"
0.1,A,0.5633808612823487,4338,"time, house"
0.1,A,0.5633808612823487,4338,"vote, house"
0.1,A,0.5633808612823487,4338,"voted, house"
0.1,A,0.5633808612823487,4338,"voter, house"
0.1,A,0.5633808612823487,4338,"war, house"
0.1,A,0.5633808612823487,4338,"house, white"
0.1,A,0.5633808612823487,4338,"iraq, kerry"
0.1,A,0.5633808612823487,4338,"iraq, people"
0.1,A,0.5633808612823487,4338,"iraq, president"
0.1,A,0.5633808612823487,4338,"war, iraq"
0.1,A,0.5633808612823487,4338,"kerry, john"
0.1,A,0.5633808612823487,4338,"john, president"
0.1,A,0.5633808612823487,4338,"kerry, kerrys"
0.1,A,0.5633808612823487,4338,"labor, kerry"
